Code service sages|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|05/01/2021|Vente|185000,00|5080||CHE|0471|DE VOGELAS|1370|VAL-REVERMONT|01|426|312|ZC|122||||||||||||0|1|Maison||97|5|S||2410
|||||||000001|05/01/2021|Vente|185000,00|5080||CHE|0471|DE VOGELAS|1370|VAL-REVERMONT|01|426|312|ZC|122||||||||||||0|3|Dépendance||0|0|S||2410
|||||||000001|06/01/2021|Vente|10,00||||B043|ROUGEMONT|1290|BEY|01|42||A|204||||||||||||0||||||BT||530
|||||||000001|04/01/2021|Vente|204332,00|7||ALL|0276|DES ECUREUILS|1310|BUELLAS|01|65||B|1325||||||||||||0|1|Maison||88|4|S||866
|||||||000001|06/01/2021|Vente|320000,00|87||RTE|0140|DE CERTINES|1250|MONTAGNAT|01|254||AZ|11||||||||||||0|3|Dépendance||0|0|S||1426
|||||||000001|06/01/2021|Vente|320000,00|87||RTE|0140|DE CERTINES|1250|MONTAGNAT|01|254||AZ|11||||||||||||0|1|Maison||168|5|S||1426
|||||||000002|04/01/2021|Vente|36,30||||B077|COMBET MAILLET|1250|CORVEISSIAT|01|125||C|1691||||||||||||0||||||BT||121
|||||||000001|04/01/2021|Vente|176000,00|210||RUE|0820|GEORGE SAND|1000|SAINT-DENIS-LES-BOURG|01|344||AC|181||39||||||||||1|2|Appartement||71|3|||
|||||||000001|04/01/2021|Vente|176000,00|210||RUE|0820|GEORGE SAND|1000|SAINT-DENIS-LES-BOURG|01|344||AC|181||29||||||||||1|3|Dépendance||0|0|||
|||||||000002|11/01/2021|Vente|400,00||||B085|PRE BROUILLET|1310|MONTCET|01|259||C|459||||||||||||0||||||P||460
|||||||000001|07/01/2021|Vente|4780,00||||B197|FEUSSAT|1340|FOISSIAT|01|163||WA|71||||||||||||0||||||T||6114
|||||||000001|07/01/2021|Vente|4780,00||||B197|FEUSSAT|1340|FOISSIAT|01|163||WA|71||||||||||||0||||||T||6114
|||||||000001|07/01/2021|Vente|4780,00||||B013|BERARDAN|1340|FOISSIAT|01|163||WA|155||||||||||||0||||||P||7105
|||||||000001|07/01/2021|Vente|4780,00||||B129|LES COMBETTES|1340|FOISSIAT|01|163||WB|277||||||||||||0||||||BS||4570
|||||||000002|04/01/2021|Vente|226700,00|173||CHE|0164|DU MOULIN DE POLAIZE|1310|POLLIAT|01|301||AA|289||||||||||||0|1|Maison||96|3|||
|||||||000001|08/01/2021|Vente|185000,00|46||RUE|0161|DES GRANGES BONNET|1960|PERONNAS|01|289||AD|31||||||||||||0|1|Maison||100|4|S||703
|||||||000001|07/01/2021|Vente|114500,00|179||RUE|0110|DE LA MAIRIE|1340|FOISSIAT|01|163||AB|302||||||||||||0|1|Maison||85|2|S||87
|||||||000001|11/01/2021|Vente|84000,00||||B005|SUR LE BIEF|1250|JASSERON|01|195||D|1056||||||||||||0||||||AB||816
|||||||000001|08/01/2021|Vente|145000,00||||B071|CHAMANDRE|1340|FOISSIAT|01|163||WC|214||||||||||||0||||||S||431
|||||||000001|08/01/2021|Vente|145000,00|8||IMP|0255|DE CHAMANDRE|1340|FOISSIAT|01|163||WC|215||||||||||||0|1|Maison||92|1|S||2480
|||||||000001|08/01/2021|Vente|145000,00||||B071|CHAMANDRE|1340|FOISSIAT|01|163||WC|216||||||||||||0||||||P||1280
|||||||000001|08/01/2021|Vente|145000,00||||B071|CHAMANDRE|1340|FOISSIAT|01|163||WC|217||||||||||||0||||||T||1367
|||||||000001|08/01/2021|Vente|145000,00||||B071|CHAMANDRE|1340|FOISSIAT|01|163||WC|218||||||||||||0||||||P||3600
|||||||000001|08/01/2021|Vente|145000,00||||B071|CHAMANDRE|1340|FOISSIAT|01|163||WC|396||||||||||||0||||||P||1503
|||||||000001|07/01/2021|Vente|169600,00|153||CHE|0135|DES MILLETTES|1160|DRUILLAT|01|151||C|517||||||||||||0|1|Maison||98|4|S||303
|||||||000001|08/01/2021|Vente|129150,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||97||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2021|Vente|129150,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||5|63,57|||||||||1|2|Appartement||64|3|||
|||||||000001|18/01/2021|Vente|178600,00||||B041|BRUX EST|1570|FEILLENS|01|159||AD|502||||||||||||0||||||P||11
|||||||000001|18/01/2021|Vente|178600,00|745||RTE|0027|DES BAISSES|1570|FEILLENS|01|159||AD|648||||||||||||0|1|Maison||110|4|S||472
|||||||000001|06/01/2021|Vente|11000,00||||B152|MAS DU LAIT|1240|DOMPIERRE-SUR-VEYLE|01|145||A|671||||||||||||0||||||P||65
|||||||000001|06/01/2021|Vente|11000,00||||B207|LES ROSSIERES|1240|DOMPIERRE-SUR-VEYLE|01|145||B|88||||||||||||0||||||T||7060
|||||||000001|06/01/2021|Vente|11000,00||||B194|PRE SAUTAY|1240|DOMPIERRE-SUR-VEYLE|01|145||B|89||||||||||||0||||||P||14300
|||||||000001|06/01/2021|Vente|11000,00||||B146|LES MARTINIERES|1240|DOMPIERRE-SUR-VEYLE|01|145||B|94||||||||||||0||||||T||11075
|||||||000001|06/01/2021|Vente|11000,00||||B047|CHARBONNIERES|1240|DOMPIERRE-SUR-VEYLE|01|145||B|108||||||||||||0||||||BS||7735
|||||||000001|04/01/2021|Vente|165000,00|22||RUE|1650|GEN DELESTRAINT|1000|BOURG-EN-BRESSE|01|53||AM|95||148|66,76|34||||||||2|2|Appartement||67|3|||
|||||||000001|04/01/2021|Vente|165000,00|22||RUE|1650|GEN DELESTRAINT|1000|BOURG-EN-BRESSE|01|53||AM|95||112||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2021|Vente|113960,00|1396||RTE|0117|DES GREFFETS|1440|VIRIAT|01|451||ZD|176||||||||||||0||||||S||383
|||||||000001|06/01/2021|Vente|113960,00|1396||RTE|0117|DES GREFFETS|1440|VIRIAT|01|451||ZD|178||||||||||||0||||||AB||131
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|190||||||||||||0||||||S||5
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|191||||||||||||0||||||AB||401
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|192||||||||||||0||||||AB||14
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|193||||||||||||0||||||AB||275
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|195||||||||||||0||||||T||131
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|199||||||||||||0||||||J||7
|||||||000001|06/01/2021|Vente|113960,00||||B005|LES BAISSES|1440|VIRIAT|01|451||ZD|202||||||||||||0||||||J||361
|||||||000001|04/01/2021|Vente|130000,00|68||LOT|A008|LES JACQUEMINS|1370|SAINT-ETIENNE-DU-BOIS|01|350||B|1506||||||||||||0|1|Maison||51|2|S||314
|||||||000001|04/01/2021|Vente|10000,00|32||AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|286||13||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2021|Vente|143000,00|1||CHE|0360|ST ROCH|1960|PERONNAS|01|289||AH|69||124||137|106,91|||||||2|2|Appartement||106|5|||
|||||||000001|04/01/2021|Vente|143000,00|1||CHE|0360|ST ROCH|1960|PERONNAS|01|289||AH|69||416||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2021|Vente en l'état futur d'achèvement|339000,00||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|01|344||AO|286||13||||||||||1|2|Appartement||115|4|||
|||||||000001|05/01/2021|Vente en l'état futur d'achèvement|339000,00||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|01|344||AO|286||23||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2021|Vente|57000,00|5||RUE|3560|DU STAND|1000|BOURG-EN-BRESSE|01|53||AZ|378||128||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2021|Vente|57000,00|5||RUE|3560|DU STAND|1000|BOURG-EN-BRESSE|01|53||AZ|378||28|37,56|||||||||1|2|Appartement||37|1|||
|||||||000001|07/01/2021|Vente|258000,00|183||RUE|0003|ANDRE PAGNEUX|1960|PERONNAS|01|289||AC|176||||||||||||0|1|Maison||117|4|AG||551
|||||||000001|07/01/2021|Vente|258000,00|183||RUE|0003|ANDRE PAGNEUX|1960|PERONNAS|01|289||AC|176||||||||||||0|1|Maison||117|4|S||840
|||||||000001|07/01/2021|Vente|72000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||385||415|64,14|||||||2|2|Appartement||61|3|||
|||||||000001|07/01/2021|Vente|72000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||591||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2021|Vente|72000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||252||277||||||||2|2|Appartement||61|3|||
|||||||000001|07/01/2021|Vente|72000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||567||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2021|Vente|150000,00|870||RUE|0150|DE MAJORNAS|1440|VIRIAT|01|451||BI|213||||||||||||0|1|Maison||100|5|S||385
|||||||000001|13/01/2021|Vente|107000,00|29||RTE|0125|DE PALORDET|1310|MONTRACOL|01|264||A|831||||||||||||0|1|Maison||82|3|S||535
|||||||000001|12/01/2021|Vente|184000,00|5167|||B058|VILLAGE|1270|PIRAJOUX|01|296||ZL|238||||||||||||0|1|Maison||98|5|S||861
|||||||000001|12/01/2021|Vente en l'état futur d'achèvement|196000,00||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|01|344||AO|286||19||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2021|Vente en l'état futur d'achèvement|196000,00||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|01|344||AO|286||10||||||||||1|2|Appartement||70|3|||
|||||||000001|13/01/2021|Vente|267800,00|505||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|1248||||||||||||0|1|Maison||121|4|AG||700
|||||||000001|13/01/2021|Vente|267800,00|505||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|1248||||||||||||0|3|Dépendance||0|0|S||1567
|||||||000001|13/01/2021|Vente|267800,00|505||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|1248||||||||||||0|1|Maison||121|4|S||1567
|||||||000001|13/01/2021|Vente|267800,00|505||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|1248||||||||||||0|3|Dépendance||0|0|AG||700
|||||||000001|14/01/2021|Vente|53000,00||||B018|LES BLANCS D EN HAUT|1851|MARBOZ|01|232||ZE|180||||||||||||0||||||AB||607
|||||||000001|13/01/2021|Vente|39000,00||||B169|TERRE DE RIPPE|1270|COLIGNY|01|108||ZD|71||||||||||||0||||||AB||2030
|||||||000001|13/01/2021|Vente|221831,00|3||LOT|A088|LE CLOS DU BIOLAY|1370|SAINT-ETIENNE-DU-BOIS|01|350||AA|38||||||||||||0|1|Maison||104|4|S||713
|||||||000001|11/01/2021|Vente|423640,00|85||RUE|0060|FRATEL|1250|JASSERON|01|195||AD|50||||||||||||0|1|Maison||117|4|S||767
|||||||000001|11/01/2021|Vente|423640,00|85||RUE|0060|FRATEL|1250|JASSERON|01|195||AD|50||||||||||||0|3|Dépendance||0|0|S||767
|||||||000001|11/01/2021|Vente|423640,00|85||RUE|0060|FRATEL|1250|JASSERON|01|195||AD|50||||||||||||0|1|Maison||119|4|S||767
|||||||000001|11/01/2021|Vente|423640,00||||B156|LE VILLAGE|1250|JASSERON|01|195||AD|335||||||||||||0||||||S||29
|||||||000001|06/01/2021|Vente|158000,00||||B053|ECAILLER|1250|HAUTECOURT-ROMANECHE|01|184||AO|92||||||||||||0||||||P||1018
|||||||000001|06/01/2021|Vente|158000,00|149|A|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|01|184||AO|243||||||||||||0|1|Maison||110|4|S||722
|||||||000001|06/01/2021|Vente|158000,00|149|A|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|01|184||AO|243||||||||||||0|3|Dépendance||0|0|S||722
|||||||000001|06/01/2021|Vente|158000,00|149|D|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|01|184||AO|244||||||||||||0|1|Maison||106|4|S||499
|||||||000001|06/01/2021|Vente|158000,00|149|D|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|01|184||AO|244||||||||||||0|1|Maison||130|7|S||499
|||||||000001|06/01/2021|Vente|158000,00|149|C|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|01|184||AO|246||||||||||||0|1|Maison||64|3|S||174
|||||||000001|06/01/2021|Vente|158000,00|149|E|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|01|184||AO|361||||||||||||0|4|Local industriel. commercial ou assimilé||63|0|S||199
|||||||000001|06/01/2021|Vente|158000,00||||B053|ECAILLER|1250|HAUTECOURT-ROMANECHE|01|184||AO|364||||||||||||0||||||S||37
|||||||000001|06/01/2021|Vente|243000,00|127||ALL|2844|DU PAVILLON|1000|BOURG-EN-BRESSE|01|53||AE|314||62||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2021|Vente|243000,00|101||ALL|2844|DU PAVILLON|1000|BOURG-EN-BRESSE|01|53||AE|314||204|89,62|||||||||1|2|Appartement||90|4|||
|||||||000001|08/01/2021|Vente|495,00||||B008|CHASSAGNE|1340|BRESSE VALLONS|01|130||A|351||||||||||||0||||||T||3812
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|387||||||||||||0||||||T||2080
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|388||||||||||||0||||||T||9380
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|390||||||||||||0||||||T||2830
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|391||||||||||||0||||||T||1780
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|392||||||||||||0||||||T||3792
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|393||||||||||||0||||||T||2886
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|397||||||||||||0||||||T||2925
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|398||||||||||||0||||||T||3809
|||||||000001|08/01/2021|Vente|6021,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|399||||||||||||0||||||P||5937
|||||||000001|18/01/2021|Vente|80000,00|19||CHE|0100|DU DIVOZET|1250|REVONNAS|01|321||B|72||||||||||||0|1|Maison||79|3|S||53
|||||||000001|18/01/2021|Vente|80000,00||||B109|AU VILLAGE|1250|REVONNAS|01|321||B|78||||||||||||0||||||J||290
|||||||000001|11/01/2021|Vente|185000,00|8||AV|2350|LOUIS JOURDAN|1000|BOURG-EN-BRESSE|01|53||AD|519||26||90|114,02|||||||2|2|Appartement||115|5|||
|||||||000001|11/01/2021|Vente|185000,00|8||AV|2350|LOUIS JOURDAN|1000|BOURG-EN-BRESSE|01|53||AD|519||236||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2021|Vente|11946,00||||B092|CHAMP MARGOT|1340|FOISSIAT|01|163||WK|108||||||||||||0||||||T||54300
|||||||000001|14/01/2021|Vente|195000,00|211||ALL|0059|DES PLATIERES|1290|CORMORANCHE-SUR-SAONE|01|123||A|1150||||||||||||0|1|Maison||74|3|S||646
|||||||000001|14/01/2021|Vente|195000,00|211||ALL|0059|DES PLATIERES|1290|CORMORANCHE-SUR-SAONE|01|123||A|1150||||||||||||0|3|Dépendance||0|0|S||646
|||||||000001|14/01/2021|Vente|195000,00|211||ALL|0059|DES PLATIERES|1290|CORMORANCHE-SUR-SAONE|01|123||A|1150||||||||||||0|1|Maison||100|4|S||646
|||||||000001|06/01/2021|Vente|337000,00|31||RUE|0124|DES VERCHERES|1290|BEY|01|42||A|610||||||||||||0|1|Maison||123|4|S||823
|||||||000001|13/01/2021|Vente|175000,00||||B259|AUX VANNIERS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|976||||||||||||0||||||P||1371
|||||||000001|13/01/2021|Vente|175000,00|2893||RTE|0385|DE MANTENAY|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|977||||||||||||0|1|Maison||90|4|S||608
|||||||000001|13/01/2021|Vente|175000,00|28||RTE|0255|DE CHARNAY|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|1837||||||||||||0||||||S||72
|||||||000001|13/01/2021|Vente|175000,00||||B259|AUX VANNIERS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|1839||||||||||||0||||||S||13
|||||||000001|15/01/2021|Vente|76000,00|24||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BD|278||420||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2021|Vente|76000,00|24||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BD|278||421||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2021|Vente|76000,00|24||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BD|278||332||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2021|Vente|76000,00|24||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BD|278||369||||||||||1|2|Appartement||40|2|||
|||||||000001|06/01/2021|Vente|250000,00||||B082|LES JANSATES|1290|CROTTET|01|134||AC|117||||||||||||0||||||P||1645
|||||||000001|06/01/2021|Vente|250000,00|982||RTE|0013|DE BAGE|1290|CROTTET|01|134||AC|118||||||||||||0|1|Maison||140|6|S||873
|||||||000001|04/01/2021|Vente|267885,00|387||RUE|0054|DU BOURG|1750|REPLONGES|01|320||AC|86||||||||||||0|1|Maison||124|5|S||896
|||||||000001|04/01/2021|Vente|267885,00|387||RUE|0054|DU BOURG|1750|REPLONGES|01|320||AC|87||||||||||||0||||||S||34
|||||||000001|19/01/2021|Vente|40000,00|570||RTE|0066|DE GRANDVAL|1560|SAINT-TRIVIER-DE-COURTES|01|388||B|239||||||||||||0|1|Maison||133|4|S||7440
|||||||000001|19/01/2021|Vente|40000,00||||B075|GRANDVAL|1560|SAINT-TRIVIER-DE-COURTES|01|388||B|652||||||||||||0||||||P||440
|||||||000001|19/01/2021|Vente|40000,00||||B075|GRANDVAL|1560|SAINT-TRIVIER-DE-COURTES|01|388||B|652||||||||||||0||||||P||440
|||||||000001|14/01/2021|Vente|240000,00|12||RUE|0080|GABRIEL VICAIRE|1160|PONT-D AIN|01|304||AL|50||||||||||||0|1|Maison||144|5|S||412
|||||||000001|14/01/2021|Vente|240000,00||||B092|SOUS LE PLAN|1160|PONT-D AIN|01|304||AL|51||||||||||||0||||||J||921
|||||||000002|14/01/2021|Echange|7000,00||||B262|VIRIAT|1440|VIRIAT|01|451||AI|187||||||||||||0||||||S||5
|||||||000002|14/01/2021|Echange|7000,00||||B262|VIRIAT|1440|VIRIAT|01|451||AI|189||||||||||||0||||||S||44
|||||||000003|14/01/2021|Echange|7000,00||||B262|VIRIAT|1440|VIRIAT|01|451||AI|39||||||||||||0||||||S||38
|||||||000003|14/01/2021|Echange|7000,00||||B262|VIRIAT|1440|VIRIAT|01|451||AI|206||||||||||||0||||||S||105
|||||||000001|15/01/2021|Vente|68000,00|118||PL|0082|DU FOURNIL|1340|FOISSIAT|01|163||AB|554||||||||||||0|4|Local industriel. commercial ou assimilé||100|0|S||227
|||||||000001|15/01/2021|Vente|68000,00|118||PL|0082|DU FOURNIL|1340|FOISSIAT|01|163||AB|554||||||||||||0|1|Maison||70|2|S||227
|||||||000001|12/01/2021|Vente|150000,00|2022||CHE|0230|DES THIETRES|1560|LESCHEROUX|01|212||B|631||||||||||||0|1|Maison||170|5|S||2719
|||||||000001|12/01/2021|Vente|150000,00||||B075|LE MOULIN|1560|LESCHEROUX|01|212||B|633||||||||||||0||||||S||101
|||||||000001|18/01/2021|Vente|15000,00||||B404|LE SAULE|1340|FOISSIAT|01|163||WH|411||||||||||||0||||||BS||6314
|||||||000001|18/01/2021|Vente|15000,00||||B214|LE GAINE|1340|FOISSIAT|01|163||WH|412||||||||||||0||||||BS||5008
|||||||000001|18/01/2021|Vente|15000,00||||B102|LE CHARBON|1340|FOISSIAT|01|163||WH|489||||||||||||0||||||BS||17831
|||||||000001|12/01/2021|Vente|115000,00|6||RUE|1070|DE CUIRON|1000|BOURG-EN-BRESSE|01|53||AV|44||290||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2021|Vente|115000,00|12||RUE|1070|DE CUIRON|1000|BOURG-EN-BRESSE|01|53||AV|44||152||182|64,15|191||||||3|2|Appartement||63|3|||
|||||||000001|13/01/2021|Vente|175000,00||||B130|SUR LE TREUT|1370|MEILLONNAS|01|241||ZE|390||||||||||||0||||||S||40
|||||||000001|13/01/2021|Vente|175000,00|5498||CHE|0570|DU TACOT|1370|MEILLONNAS|01|241||ZE|391||||||||||||0|1|Maison||105|5|AG||673
|||||||000001|13/01/2021|Vente|175000,00|5498||CHE|0570|DU TACOT|1370|MEILLONNAS|01|241||ZE|391||||||||||||0|1|Maison||105|5|S||674
|||||||000001|19/01/2021|Vente|150000,00||||B103|EN SCHAL|1250|CEYZERIAT|01|72||AI|373||||||||||||0||||||P||2523
|||||||000002|19/01/2021|Vente|950000,00|5383|||B103|EN SCHAL|1250|CEYZERIAT|01|72||AI|334||||||||||||0|1|Maison||280|6|S||1331
|||||||000002|19/01/2021|Vente|950000,00|5383|A||B103|EN SCHAL|1250|CEYZERIAT|01|72||AI|372||||||||||||0|3|Dépendance||0|0|P||6825
|||||||000002|19/01/2021|Vente|950000,00|5383|A||B103|EN SCHAL|1250|CEYZERIAT|01|72||AI|372||||||||||||0|3|Dépendance||0|0|S||500
|||||||000002|19/01/2021|Vente|950000,00||||B103|EN SCHAL|1250|CEYZERIAT|01|72||AI|374||||||||||||0||||||AG||150
|||||||000002|20/01/2021|Vente|10000,00||||B395|VERS L EGLISE|1370|VAL-REVERMONT|01|426|137|AC|499||||||||||||0||||||S||76
|||||||000001|14/01/2021|Vente|311500,00|30||CHE|0100|DES ROLIETTES|1160|PRIAY|01|314||D|2599||||||||||||0|1|Maison||126|5|S||734
|||||||000001|15/01/2021|Vente|5356,00||||B038|CHAMP DU POIRIER|1560|CURCIAT-DONGALON|01|139||WA|13||||||||||||0||||||P||4300
|||||||000001|15/01/2021|Vente|5356,00||||B110|HAM DES ECOPETS NORD|1560|VERNOUX|01|433||WA|18||||||||||||0||||||BS||735
|||||||000001|15/01/2021|Vente|5356,00||||B109|DOMAINE L AUMUSSE|1560|VERNOUX|01|433||WA|64||||||||||||0||||||T||4150
|||||||000001|15/01/2021|Vente|5356,00||||B109|DOMAINE L AUMUSSE|1560|VERNOUX|01|433||WA|68||||||||||||0||||||T||630
|||||||000001|15/01/2021|Vente|5356,00||||B031|LES COMMUNES|1560|VERNOUX|01|433||WA|70||||||||||||0||||||T||7330
|||||||000001|15/01/2021|Vente|5356,00||||B031|LES COMMUNES|1560|VERNOUX|01|433||WA|78||||||||||||0||||||P||4040
|||||||000001|15/01/2021|Vente|5356,00||||B118|DOMAINE DE L AUMUSSE SUD|1560|VERNOUX|01|433||WB|67||||||||||||0||||||BS||7458
|||||||000001|15/01/2021|Vente|5356,00||||B088|RIPPE DES COTES|1560|VERNOUX|01|433||WB|117||||||||||||0||||||T||21460
|||||||000001|14/01/2021|Vente|200,00||||B113|EN GEFFE|1190|CHAVANNES-SUR-REYSSOUZE|01|94||A|130||||||||||||0||||||T||1681
|||||||000001|18/01/2021|Vente|95000,00|207||RTE|0142|DE SAINT TRIVIER|1560|CURCIAT-DONGALON|01|139||E|255||||||||||||0|1|Maison||120|4|S||735
|||||||000001|18/01/2021|Vente|95000,00||||B063|CURCIAT|1560|CURCIAT-DONGALON|01|139||E|748||||||||||||0||||||S||78
|||||||000001|15/01/2021|Vente|21457,16||||B061|LE CLOS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|15||||||||||||0||||||T||1811
|||||||000001|15/01/2021|Vente|21457,16||||B061|LE CLOS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|19||||||||||||0||||||T||3058
|||||||000001|15/01/2021|Vente|21457,16||||B061|LE CLOS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|20||||||||||||0||||||T||8807
|||||||000001|15/01/2021|Vente|21457,16||||B061|LE CLOS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|21||||||||||||0||||||T||13712
|||||||000001|15/01/2021|Vente|21457,16||||B061|LE CLOS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|23||||||||||||0||||||T||7259
|||||||000001|15/01/2021|Vente|21457,16||||B116|GRAND CHAMP DE TRAVERSE|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|88||||||||||||0||||||T||5910
|||||||000001|15/01/2021|Vente|21457,16||||B204|PRES BOUCHARD|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|425||||||||||||0||||||P||5693
|||||||000001|15/01/2021|Vente|21457,16||||B204|PRES BOUCHARD|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|428||||||||||||0||||||P||4775
|||||||000001|15/01/2021|Vente|21457,16||||B096|LES ECLUSES|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|467||||||||||||0||||||P||29540
|||||||000001|15/01/2021|Vente|21457,16||||B203|PRES BESENTEY|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|469||||||||||||0||||||P||3991
|||||||000001|15/01/2021|Vente|21457,16||||B203|PRES BESENTEY|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|470||||||||||||0||||||P||5883
|||||||000001|15/01/2021|Vente|21457,16||||B034|EN CHALAMANDRAY|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|629||||||||||||0||||||T||667
|||||||000001|15/01/2021|Vente|21457,16||||B112|LES FUISSES|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|887||||||||||||0||||||P||3670
